"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","B0A3"
"VT","(B0) TOMA"
"HT","Header C"
"BT","b1.All Respondents"
"CH",,"³¬ÄÜ",,,,"°ÂÃî",,,,"ÎÀÐÂ",,,,"ÂèÂèÒ¼Ñ¡",,,
"CL",,"aware (a)","non aware (b)","buyer (c)","aware but not buyer (d)","aware (a)","non aware (b)","buyer (c)","aware but not buyer (d)","aware (a)","non aware (b)","buyer (c)","aware but not buyer (d)","aware (a)","non aware (b)","buyer (c)","aware but not buyer (d)"
"PV",,0.0,0.0,0.0,6.55021834061135,3.9697465934745,0.0,0.0,0.0,5.35714285714286,6.20712438912355,0.0,0.0,0.0,8.47457627118644,4.28277370478727,0.0,0.0,0.0,9.52380952380952,0.0,0.0,0.0,0.0,4.16666666666667,4.94123858740053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5579726893727,0.0,0.0,0.0,40.0,7.05232350082545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33333333333333,5.71305506826899,0.0,0.0,0.0,7.27272727272727,3.0537070087724,0.0,0.0,0.0,5.68181818181818,2.5410323951813,0.0,0.0,0.0,6.45161290322581,5.85620339829306,0.0,0.0,0.0,5.43478260869565,4.94123858740053,0.0,0.0,0.0,9.09090909090909,12.7577725609657,0.0,0.0,0.0,6.55021834061135,3.9697465934745,0.0,0.0,0.0,2.22222222222222,8.71862660840886,0.0,0.0,0.0,10.4477611940299,3.10979690568248,0.0,0.0,0.0,6.02409638554217,1.39961325571018,0.0,0.0,0.0,5.88235294117647,3.83520693688527,0.0,0.0,0.0,6.55737704918033,6.52731735549533,0.0,0.0,0.0,5.55555555555556,11.8673628419025,0.0,0.0,0.0,6.97674418604651,4.73078828769073,0.0,0.0,0.0,6.79611650485437,3.88653383883252,0.0,0.0,0.0,6.15384615384615,1.3204399759081,0.0,0.0,0.0,6.5989847715736,4.20099837027251,0.0,0.0,0.0,7.14285714285714,4.09844031816283,0.0,0.0,0.0,3.50877192982456,3.95714385689744
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","²»ÄÜ¿ØÖÆÏ´ÒÂ²úÆ·ÓÃÁ¿",0.0,0.0,0.0,22.0,15.3859782447597,0.0,0.0,0.0,4.0,1.52523721360794,0.0,0.0,0.0,5.0,8.44080515992288,0.0,0.0,0.0,5.0,1.81346380887578,0.0,0.0,0.0,8.0,3.60647206235312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.949780091647426,0.0,0.0,0.0,0.0,3.47692017318304,0.0,0.0,0.0,0.0,0.997749454124742,0.0,0.0,0.0,1.0,5.42444971895521,0.0,0.0,0.0,7.0,3.42258209825918,0.0,0.0,0.0,8.0,5.01370921393739,0.0,0.0,0.0,6.0,1.52523721360794,0.0,0.0,0.0,9.0,3.60647206235312,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,15.3859782447597,0.0,0.0,0.0,4.0,7.082846496468,0.0,0.0,0.0,3.0,3.61867335465505,0.0,0.0,0.0,11.0,2.87099458476089,0.0,0.0,0.0,4.0,1.81346380887578,0.0,0.0,0.0,6.0,6.00737739952784,0.0,0.0,0.0,2.0,0.949780091647426,0.0,0.0,0.0,4.0,5.05759730788041,0.0,0.0,0.0,12.0,7.59271242155566,0.0,0.0,0.0,4.0,1.78588842367622,0.0,0.0,0.0,18.0,14.4817769209041,0.0,0.0,0.0,17.0,10.2411330425561,0.0,0.0,0.0,11.0,8.35714097011093
"PV",,0.0,0.0,0.0,9.60698689956332,6.50859073777585,0.0,0.0,0.0,7.14285714285714,3.340857802357,0.0,0.0,0.0,8.47457627118644,10.6692635255817,0.0,0.0,0.0,11.9047619047619,3.80733216421883,0.0,0.0,0.0,11.1111111111111,5.63539868031053,0.0,0.0,0.0,16.6666666666667,0.0,0.0,0.0,0.0,0.0,13.0149056482697,0.0,0.0,0.0,0.0,26.2063141825459,0.0,0.0,0.0,0.0,33.3333333333333,0.0,0.0,0.0,4.16666666666667,17.4187780403847,0.0,0.0,0.0,12.7272727272727,6.49521107957696,0.0,0.0,0.0,9.09090909090909,5.65703684716238,0.0,0.0,0.0,9.67741935483871,2.38572657244998,0.0,0.0,0.0,9.78260869565217,5.63539868031053,0.0,0.0,0.0,9.09090909090909,0.0,0.0,0.0,0.0,9.60698689956332,6.50859073777585,0.0,0.0,0.0,8.88888888888889,13.8991155244489,0.0,0.0,0.0,4.47761194029851,3.73553122638934,0.0,0.0,0.0,13.2530120481928,4.76405447018267,0.0,0.0,0.0,11.7647058823529,6.40787434285106,0.0,0.0,0.0,9.83606557377049,8.6412980866396,0.0,0.0,0.0,11.1111111111111,5.42716082077463,0.0,0.0,0.0,9.30232558139535,9.72261678340699,0.0,0.0,0.0,11.6504854368932,7.37167553237038,0.0,0.0,0.0,6.15384615384615,2.79582049466481,0.0,0.0,0.0,9.13705583756345,7.12319353215273,0.0,0.0,0.0,13.4920634920635,6.94126559442179,0.0,0.0,0.0,9.64912280701754,7.06686913220973
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "
"RW","²»Ï²»¶²úÆ·ÏãÎ¶",0.0,0.0,0.0,17.0,16.8319486413617,0.0,0.0,0.0,3.0,4.85962357218181,0.0,0.0,0.0,5.0,7.12948461359795,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,4.84284045558194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.28746356178549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.28746356178549,0.0,0.0,0.0,7.0,3.20780679959196,0.0,0.0,0.0,5.0,4.89303862475902,0.0,0.0,0.0,4.0,6.44363965522522,0.0,0.0,0.0,6.0,4.84284045558194,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,16.8319486413617,0.0,0.0,0.0,4.0,5.73215547714087,0.0,0.0,0.0,4.0,5.36829410730919,0.0,0.0,0.0,7.0,3.74459903813726,0.0,0.0,0.0,2.0,1.98690001877437,0.0,0.0,0.0,10.0,3.27400016019294,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,3.27400016019294,0.0,0.0,0.0,5.0,11.9268205128281,0.0,0.0,0.0,2.0,1.63112796834068,0.0,0.0,0.0,13.0,16.027872111255,0.0,0.0,0.0,13.0,13.5115171057274,0.0,0.0,0.0,7.0,8.99439370879065
"PV",,0.0,0.0,0.0,7.4235807860262,7.12026647140215,0.0,0.0,0.0,5.35714285714286,10.6444500454044,0.0,0.0,0.0,8.47457627118644,9.01174102504121,0.0,0.0,0.0,11.9047619047619,0.0,0.0,0.0,0.0,5.55555555555556,7.56732236947763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.2411173669245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16666666666667,7.34541236855334,0.0,0.0,0.0,12.7272727272727,6.08762088612848,0.0,0.0,0.0,5.68181818181818,5.52088256692347,0.0,0.0,0.0,6.45161290322581,10.0789321238754,0.0,0.0,0.0,6.52173913043478,7.56732236947763,0.0,0.0,0.0,13.6363636363636,0.0,0.0,0.0,0.0,7.4235807860262,7.12026647140215,0.0,0.0,0.0,8.88888888888889,11.2485695151819,0.0,0.0,0.0,5.97014925373134,5.54165250767901,0.0,0.0,0.0,8.43373493975904,6.21369120003593,0.0,0.0,0.0,5.88235294117647,7.02071118805917,0.0,0.0,0.0,16.3934426229508,4.70947793660452,0.0,0.0,0.0,16.6666666666667,0.0,0.0,0.0,0.0,16.2790697674419,6.29386781283887,0.0,0.0,0.0,4.85436893203883,11.5796102989205,0.0,0.0,0.0,3.07692307692308,2.55354194744174,0.0,0.0,0.0,6.5989847715736,7.88367584866338,0.0,0.0,0.0,10.3174603174603,9.15787622567776,0.0,0.0,0.0,6.14035087719298,7.60573544121397
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","µ£ÐÄÏ´²»¸É¾»ÒÂÎï",0.0,0.0,0.0,27.0,12.3312407283419,0.0,0.0,0.0,8.0,1.52523721360794,0.0,0.0,0.0,8.0,5.68010969888137,0.0,0.0,0.0,1.0,1.5292460845803,0.0,0.0,0.0,10.0,3.59664773127233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.18945661139755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.18945661139755,0.0,0.0,0.0,7.0,5.40664661822122,0.0,0.0,0.0,13.0,4.20990028511524,0.0,0.0,0.0,5.0,1.52523721360794,0.0,0.0,0.0,13.0,3.59664773127233,0.0,0.0,0.0,1.0,1.06943620181399,0.0,0.0,0.0,27.0,12.3312407283419,0.0,0.0,0.0,6.0,5.73104926597316,0.0,0.0,0.0,7.0,4.00150917597449,0.0,0.0,0.0,11.0,2.59868228639429,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,8.1949109095002,0.0,0.0,0.0,0.0,2.59868228639429,0.0,0.0,0.0,5.0,5.59622862310591,0.0,0.0,0.0,16.0,4.13632981884174,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,21.0,12.3312407283419,0.0,0.0,0.0,18.0,8.52814402631888,0.0,0.0,0.0,13.0,5.52674638958243
"PV",,0.0,0.0,0.0,11.7903930131004,5.21637285020249,0.0,0.0,0.0,14.2857142857143,3.340857802357,0.0,0.0,0.0,13.5593220338983,7.17971639948761,0.0,0.0,0.0,2.38095238095238,3.21062255355277,0.0,0.0,0.0,13.8888888888889,5.62004738368314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1818181818182,0.0,0.0,0.0,0.0,0.0,8.96519681562147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33333333333333,3.81953594854091,0.0,0.0,0.0,12.7272727272727,10.2604729440645,0.0,0.0,0.0,14.7727272727273,4.75008821205116,0.0,0.0,0.0,8.06451612903226,2.38572657244998,0.0,0.0,0.0,14.1304347826087,5.62004738368314,0.0,0.0,0.0,4.54545454545455,6.56939150982656,0.0,0.0,0.0,11.7903930131004,5.21637285020249,0.0,0.0,0.0,13.3333333333333,11.2463987273748,0.0,0.0,0.0,10.4477611940299,4.13072997050354,0.0,0.0,0.0,13.2530120481928,4.31218645580007,0.0,0.0,0.0,8.82352941176471,0.0,0.0,0.0,0.0,8.19672131147541,11.7879505902213,0.0,0.0,0.0,0.0,14.8491917385815,0.0,0.0,0.0,11.6279069767442,10.758070091902,0.0,0.0,0.0,15.5339805825243,4.01591415905652,0.0,0.0,0.0,9.23076923076923,0.0,0.0,0.0,0.0,10.6598984771574,6.06540307030637,0.0,0.0,0.0,14.2857142857143,5.78023080729223,0.0,0.0,0.0,11.4035087719298,4.67346352081138
"MK",," "," "," ",e," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," ",e," "," "," "," "," "," "," "," "," ",e," "," "," "," ",e," "
"RW","µ£ÐÄÉËº¦ÒÂÎïÖÊµØ",0.0,0.0,0.0,19.0,10.1932081897075,0.0,0.0,0.0,4.0,0.807555998130524,0.0,0.0,0.0,3.0,5.61874173075991,0.0,0.0,0.0,2.0,1.61809221134874,0.0,0.0,0.0,10.0,2.14881824946836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.898842738304188,0.0,0.0,0.0,0.0,0.825436486369955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72427922467414,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,3.52821510073627,0.0,0.0,0.0,4.0,4.94071386429712,0.0,0.0,0.0,10.0,2.14881824946836,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,10.1932081897075,0.0,0.0,0.0,3.0,3.1377558508625,0.0,0.0,0.0,6.0,3.10506801122263,0.0,0.0,0.0,7.0,2.77658092414238,0.0,0.0,0.0,3.0,1.17380340348002,0.0,0.0,0.0,4.0,2.09983820139618,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.09983820139618,0.0,0.0,0.0,12.0,6.21563180247316,0.0,0.0,0.0,3.0,1.87773818583819,0.0,0.0,0.0,14.0,8.5751159783588,0.0,0.0,0.0,11.0,5.49638232942861,0.0,0.0,0.0,14.0,8.16677624024559
"PV",,0.0,0.0,0.0,8.29694323144105,4.31194034960677,0.0,0.0,0.0,7.14285714285714,1.76885912114131,0.0,0.0,0.0,5.08474576271186,7.10214666395739,0.0,0.0,0.0,4.76190476190476,3.39715327694308,0.0,0.0,0.0,13.8888888888889,3.35769896949655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3169073920787,0.0,0.0,0.0,0.0,6.22149684838596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53693713655262,0.0,0.0,0.0,9.09090909090909,0.0,0.0,0.0,0.0,11.3636363636364,3.98093347218782,0.0,0.0,0.0,6.45161290322581,7.72810435502235,0.0,0.0,0.0,10.8695652173913,3.35769896949655,0.0,0.0,0.0,9.09090909090909,0.0,0.0,0.0,0.0,8.29694323144105,4.31194034960677,0.0,0.0,0.0,6.66666666666667,6.15741581868267,0.0,0.0,0.0,8.95522388059701,3.20534001806596,0.0,0.0,0.0,8.43373493975904,4.60738687341904,0.0,0.0,0.0,8.82352941176471,4.1476343094896,0.0,0.0,0.0,6.55737704918033,3.02050739036367,0.0,0.0,0.0,5.55555555555556,0.0,0.0,0.0,0.0,6.97674418604651,4.03668400161534,0.0,0.0,0.0,11.6504854368932,6.03468409345164,0.0,0.0,0.0,4.61538461538462,2.9396119231091,0.0,0.0,0.0,7.10659898477157,4.2178671172827,0.0,0.0,0.0,8.73015873015873,3.72535435273756,0.0,0.0,0.0,12.280701754386,6.905895105547
"MK",," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," ",e," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "
"RW","µ£ÐÄÁîÒÂÎïµô/ÍÊÉ«",0.0,0.0,0.0,22.0,12.9690356335299,0.0,0.0,0.0,2.0,1.52523721360794,0.0,0.0,0.0,6.0,6.78594261188833,0.0,0.0,0.0,4.0,0.904201323855627,0.0,0.0,0.0,10.0,3.75365448417797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.11290004815544,0.0,0.0,0.0,0.0,0.997749454124742,0.0,0.0,0.0,3.0,4.11064950228019,0.0,0.0,0.0,6.0,4.08021562441554,0.0,0.0,0.0,11.0,2.16754856071344,0.0,0.0,0.0,2.0,2.6106219461207,0.0,0.0,0.0,12.0,3.75365448417797,0.0,0.0,0.0,1.0,1.87428515392385,0.0,0.0,0.0,22.0,12.9690356335299,0.0,0.0,0.0,2.0,3.78476650040518,0.0,0.0,0.0,8.0,6.19693362263156,0.0,0.0,0.0,9.0,0.997749454124742,0.0,0.0,0.0,3.0,1.98958605636839,0.0,0.0,0.0,4.0,7.01048180843057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.01048180843057,0.0,0.0,0.0,12.0,5.05435250124366,0.0,0.0,0.0,6.0,0.904201323855627,0.0,0.0,0.0,19.0,12.0648343096742,0.0,0.0,0.0,15.0,8.5107614295159,0.0,0.0,0.0,15.0,8.01382056396211
"PV",,0.0,0.0,0.0,9.60698689956332,5.48617344048478,0.0,0.0,0.0,3.57142857142857,3.340857802357,0.0,0.0,0.0,10.1694915254237,8.57750044266776,0.0,0.0,0.0,9.52380952380952,1.89835317716042,0.0,0.0,0.0,13.8888888888889,5.86538288963656,0.0,0.0,0.0,16.6666666666667,0.0,0.0,0.0,0.0,9.09090909090909,0.0,0.0,0.0,0.0,20.0,23.4626142153104,0.0,0.0,0.0,0.0,33.3333333333333,0.0,0.0,0.0,12.5,13.1999548326217,0.0,0.0,0.0,10.9090909090909,7.74323623799892,0.0,0.0,0.0,12.5,2.4456747594941,0.0,0.0,0.0,3.2258064516129,4.08345016231829,0.0,0.0,0.0,13.0434782608696,5.86538288963656,0.0,0.0,0.0,4.54545454545455,11.5134619122636,0.0,0.0,0.0,9.60698689956332,5.48617344048478,0.0,0.0,0.0,4.44444444444444,7.4270855437045,0.0,0.0,0.0,11.9402985074627,6.39705129102731,0.0,0.0,0.0,10.8433734939759,1.65563974668423,0.0,0.0,0.0,8.82352941176471,7.0302023018594,0.0,0.0,0.0,6.55737704918033,10.084211296992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.30232558139535,13.4768001367396,0.0,0.0,0.0,11.6504854368932,4.90721162566552,0.0,0.0,0.0,9.23076923076923,1.41553333289142,0.0,0.0,0.0,9.64467005076142,5.93436497403253,0.0,0.0,0.0,11.9047619047619,5.76844917916291,0.0,0.0,0.0,13.1578947368421,6.77655449119218
"MK",," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," ",e," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "
"RW","µ£ÐÄ²úÆ·ÄÑÈÜ½â",0.0,0.0,0.0,26.0,13.2447761034295,0.0,0.0,0.0,7.0,2.01167340448286,0.0,0.0,0.0,7.0,4.5712242522762,0.0,0.0,0.0,6.0,2.06998909689558,0.0,0.0,0.0,6.0,4.59188934977487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.79768547660838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.79768547660838,0.0,0.0,0.0,9.0,3.34030790713233,0.0,0.0,0.0,11.0,4.71145343382128,0.0,0.0,0.0,5.0,3.39532928586752,0.0,0.0,0.0,8.0,4.59188934977487,0.0,0.0,0.0,0.0,1.78848023035022,0.0,0.0,0.0,26.0,13.2447761034295,0.0,0.0,0.0,10.0,1.6091182893834,0.0,0.0,0.0,5.0,5.8758739201057,0.0,0.0,0.0,9.0,4.02859427619148,0.0,0.0,0.0,2.0,1.73118961774893,0.0,0.0,0.0,6.0,3.5861657069586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.5861657069586,0.0,0.0,0.0,15.0,6.60065015865387,0.0,0.0,0.0,5.0,3.05796023781704,0.0,0.0,0.0,19.0,13.2447761034295,0.0,0.0,0.0,14.0,8.16090621897472,0.0,0.0,0.0,15.0,6.79491867906505
"PV",,0.0,0.0,0.0,11.353711790393,5.60281742891821,0.0,0.0,0.0,12.5,4.40634068536972,0.0,0.0,0.0,11.864406779661,5.77807392280934,0.0,0.0,0.0,14.2857142857143,4.34590204095586,0.0,0.0,0.0,8.33333333333333,7.17519135999329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09090909090909,24.6338147841574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16666666666667,5.77265638467301,0.0,0.0,0.0,16.3636363636364,6.33907509147541,0.0,0.0,0.0,12.5,5.31599750634232,0.0,0.0,0.0,8.06451612903226,5.31086392807745,0.0,0.0,0.0,8.69565217391304,7.17519135999329,0.0,0.0,0.0,0.0,10.9863747092405,0.0,0.0,0.0,11.353711790393,5.60281742891821,0.0,0.0,0.0,22.2222222222222,3.15767410853762,0.0,0.0,0.0,7.46268656716418,6.06562360281727,0.0,0.0,0.0,10.8433734939759,6.68494558363675,0.0,0.0,0.0,5.88235294117647,6.11715848967536,0.0,0.0,0.0,9.83606557377049,5.15851174330242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.953488372093,6.89396817659385,0.0,0.0,0.0,14.5631067961165,6.4084939045164,0.0,0.0,0.0,7.69230769230769,4.78725758642857,0.0,0.0,0.0,9.64467005076142,6.51474635951443,0.0,0.0,0.0,11.1111111111111,5.53132327464946,0.0,0.0,0.0,13.1578947368421,5.7458407415524
"MK",," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "
"RW","µ£ÐÄÓÐ²ÐÁô",0.0,0.0,0.0,30.0,18.1947731338527,0.0,0.0,0.0,6.0,1.18462196624892,0.0,0.0,0.0,8.0,8.85354886552421,0.0,0.0,0.0,5.0,2.37438414048241,0.0,0.0,0.0,11.0,5.78221816159717,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.898842738304188,0.0,0.0,0.0,0.0,1.18945661139755,0.0,0.0,0.0,0.0,0.997749454124742,0.0,0.0,0.0,1.0,3.08604880382648,0.0,0.0,0.0,6.0,5.0602798678618,0.0,0.0,0.0,14.0,5.45436594022662,0.0,0.0,0.0,9.0,4.59407852193782,0.0,0.0,0.0,11.0,5.78221816159717,0.0,0.0,0.0,3.0,2.01293111239204,0.0,0.0,0.0,30.0,18.1947731338527,0.0,0.0,0.0,4.0,5.50111787451559,0.0,0.0,0.0,8.0,7.48947363570233,0.0,0.0,0.0,15.0,4.11879689112203,0.0,0.0,0.0,3.0,1.08538473251276,0.0,0.0,0.0,11.0,5.57552810860992,0.0,0.0,0.0,3.0,2.01293111239204,0.0,0.0,0.0,8.0,3.56259699621789,0.0,0.0,0.0,14.0,9.50771166268848,0.0,0.0,0.0,5.0,3.11153336255431,0.0,0.0,0.0,24.0,17.0118937996318,0.0,0.0,0.0,22.0,11.6293394098703,0.0,0.0,0.0,16.0,10.2333572303924
"PV",,0.0,0.0,0.0,13.1004366812227,7.69676974782282,0.0,0.0,0.0,10.7142857142857,2.59477903074787,0.0,0.0,0.0,13.5593220338983,11.1909757651314,0.0,0.0,0.0,11.9047619047619,4.98497354290956,0.0,0.0,0.0,15.2777777777778,9.03517455112947,0.0,0.0,0.0,16.6666666666667,0.0,0.0,0.0,0.0,0.0,12.3169073920787,0.0,0.0,0.0,0.0,8.96519681562147,0.0,0.0,0.0,0.0,33.3333333333333,0.0,0.0,0.0,4.16666666666667,9.90979766072969,0.0,0.0,0.0,10.9090909090909,9.60315484622372,0.0,0.0,0.0,15.9090909090909,6.15423587311275,0.0,0.0,0.0,14.5161290322581,7.18590859698635,0.0,0.0,0.0,11.9565217391304,9.03517455112947,0.0,0.0,0.0,13.6363636363636,12.3651439302164,0.0,0.0,0.0,13.1004366812227,7.69676974782282,0.0,0.0,0.0,8.88888888888889,10.7951898844104,0.0,0.0,0.0,11.9402985074627,7.73133131770406,0.0,0.0,0.0,18.0722891566265,6.8346254796432,0.0,0.0,0.0,8.82352941176471,3.83520693688527,0.0,0.0,0.0,18.0327868852459,8.02010547576435,0.0,0.0,0.0,16.6666666666667,11.5021371411812,0.0,0.0,0.0,18.6046511627907,6.84866019166317,0.0,0.0,0.0,13.5922330097087,9.23092585907698,0.0,0.0,0.0,7.69230769230769,4.87112667820272,0.0,0.0,0.0,12.1827411167513,8.36768944481444,0.0,0.0,0.0,17.4603174603175,7.88216823237744,0.0,0.0,0.0,14.0350877192982,8.65341348063625
"MK",," "," "," ",e," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "
